Parameter,Time,Value,Global
F3,0.87,2979.6,False
F3,0.88,2918.8,False
F3,0.89,2827.6,False
F3,0.9,2706.0,False
F3,0.91,2554.0,False
F3,0.92,2432.4,False
F3,0.93,2341.2,False
F3,0.9400000000000001,2280.4,False
F3,0.9500000000000001,2250.0,False
F3,0.96,2250.0,False
F3,0.97,2250.0,False
F3,0.98,2250.0,False
F3,0.99,2250.0,False
F3,1.0,2250.0,False
F3,1.01,2250.0,False
F3,1.02,2250.0,False
F3,1.03,2250.0,False
F3,1.04,2250.0,False
F3,1.05,2250.0,False
F3,1.06,2280.4,False
F3,1.07,2341.2,False
F3,1.08,2432.4,False
F3,1.09,2554.0,False
F3,1.1,2706.0,False
F3,1.11,2827.6,False
F3,1.12,2918.8,False
F3,1.1300000000000001,2979.6,False
F3,1.1400000000000001,3010.0,False
F3,1.1500000000000001,3010.0,False
F3,1.16,3010.0,False
F3,1.17,3010.0,False
F3,1.18,3010.0,False
F3,1.19,3010.0,False
F3,1.2,3010.0,False
F3,1.21,3010.0,False
F3,1.22,3010.0,False
F3,1.23,3010.0,False
F3,1.24,3010.0,False
F3,1.25,3010.0,False
F3,1.26,3010.0,False
F3,1.27,3010.0,False
F3,1.28,3010.0,False
F3,1.29,3010.0,False
F3,1.3,3010.0,False
F3,1.31,3010.0,False
F3,1.32,3010.0,False
F3,1.33,3010.0,False
F3,1.34,3010.0,False
F3,1.35,3010.0,False
F3,1.36,3010.0,False
F3,1.37,3010.0,False
F3,1.3800000000000001,3010.0,False
F3,1.3900000000000001,3010.0,False
F3,1.4000000000000001,3010.0,False
F3,1.41,3010.0,False
F3,1.42,3010.0,False
F3,1.43,3010.0,False
F3,1.44,3010.0,False
F3,1.45,3010.0,False
F3,1.46,3010.0,False
F3,1.47,3010.0,False
F3,1.48,3010.0,False
F3,1.49,3010.0,False
F3,1.5,3010.0,False
F3,1.51,3010.0,False
F3,1.52,3010.0,False
F3,1.53,3010.0,False
F3,1.54,3010.0,False
F3,1.55,3010.0,False
F3,1.56,3010.0,False
F3,1.57,3010.0,False
F3,1.58,3010.0,False
F3,1.59,3010.0,False
F3,1.6,3010.0,False
F3,1.61,2987.2,False
F3,1.62,2941.6,False
F3,1.6300000000000001,2873.2,False
F3,1.6400000000000001,2782.0,False
F3,1.6500000000000001,2668.0,False
F3,1.6600000000000001,2576.8,False
F3,1.67,2508.4,False
F3,1.68,2462.8,False
F3,1.69,2440.0,False
F3,1.7,2440.0,False
F3,1.71,2440.0,False
F3,1.72,2440.0,False
F3,1.73,2440.0,False
F3,1.74,2440.0,False
F3,1.75,2440.0,False
F3,1.76,2440.0,False
F3,1.77,2440.0,False
F3,1.78,2440.0,False
F3,1.79,2462.8,False
F3,1.8,2508.4,False
F3,1.81,2576.8,False
F3,1.82,2668.0,False
F3,1.83,2782.0,False
F3,1.84,2873.2,False
F3,1.85,2941.6,False
F3,1.86,2987.2,False
F3,1.87,3010.0,False
F3,1.8800000000000001,3010.0,False
F3,1.8900000000000001,3010.0,False
F3,1.9000000000000001,3010.0,False
F3,1.9100000000000001,3010.0,False
F3,1.92,3010.0,False
F3,1.93,3010.0,False
F3,1.94,3010.0,False
F3,1.95,3010.0,False
F3,1.96,3010.0,False
F3,1.97,3010.0,False
F3,1.98,3010.0,False
F3,1.99,3010.0,False
F3,2.0,3010.0,False
F4,0.0,3500.0,False
F4,2.0,3500.0,False
F5,0.0,5500.0,False
F5,2.0,5500.0,False
A1,0.0,50.0,False
A1,2.0,50.0,False
A2,0.0,30.0,False
A2,2.0,30.0,False
A3,0.0,20.0,False
A3,2.0,20.0,False
A4,0.0,10.0,False
A4,2.0,10.0,False
A5,0.0,0.0,False
A5,2.0,0.0,False
B1,0.0,50.0,False
B1,2.0,50.0,False
B2,0.0,100.0,False
B2,2.0,100.0,False
B3,0.0,100.0,False
B3,2.0,100.0,False
B4,0.0,200.0,False
B4,2.0,200.0,False
B5,0.0,250.0,False
B5,2.0,250.0,False
